Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04012523172724092,0.04478250929235691,0.03558718475909573,0.037617750465869904,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04060307310127455,0.04203565815698536,0.037617756712559396,0.04155874252319336,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04203566229029307,0.04287210117768787,0.03773698762331058,0.03833405300974846,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.03845328295101517,0.03940895253473713,0.03630348934294659,0.038214825093746185,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03821482706014815,0.03845328492968734,0.037856222886791295,0.03809468075633049,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03809468381474197,0.038214830128205514,0.03630349412560463,0.03630349412560463,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.036303471603925684,0.03725913730403493,0.036303471603925684,0.03702067956328392,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03630347442559367,0.037259140199981514,0.033079697582197747,0.03415459394454956,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.0336767798012809,0.03534873877623976,0.03343740284396023,0.03487090393900871,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.035348737151246534,0.03773699215020258,0.03487090233598172,0.036781325936317444,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03737838640389041,0.03821482535640473,0.036423635890929264,0.037856221199035645,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.03809467469666449,0.03821482098137065,0.036542858928442,0.036542858928442,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03725915720199621,0.03749761848673826,0.03463152868274367,0.03510936349630356,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.035109364544150326,0.0360650307831477,0.034154610549255976,0.03475167602300644,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03487089994041712,0.0391695748277536,0.03487089994041712,0.03773698955774307,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.03821482172308969,0.04012524164470609,0.03821482172308969,0.03988678380846977,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.04060306305736167,0.04227502459354551,0.036065013041568394,0.040125228464603424,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.03916957658608636,0.03964741138997496,0.03725915644787808,0.03797544911503792,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.03916957456341371,0.03964740934262747,0.03749761579145914,0.038572512567043304,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.03821482172308969,0.04060307639442068,0.037736986973375096,0.03988678380846977,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.04060306305736167,0.04108089765011992,0.03797543233566133,0.040125228464603424,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.04108089665125966,0.0428720853145248,0.0386926428224776,0.04203564673662186,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.04824567202759309,0.05015700748578588,0.04430468615304242,0.04537958279252052,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.047290920771916295,0.04872350934388028,0.043229788401613886,0.0439470000565052,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.044424818849274975,0.04585740349020344,0.04155873049051674,0.04191641882061958,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.04299133674861511,0.04394700637437067,0.040125246948711876,0.04215581342577934,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04203565990731338,0.04227503681134423,0.041080909522807005,0.041797202080488205,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.04203567193542745,0.04203567193542745,0.03869266601727678,0.03893112391233444,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.04084153993456051,0.04108091688147001,0.03773699224369945,0.03809468075633049,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.038453271495010044,0.04036369101597844,0.038453271495010044,0.040244463831186295,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.039169561909440306,0.04203565058151618,0.03845326951067178,0.04084152355790138,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04072231240379048,0.04275287888085794,0.04072231240379048,0.04215581342577934,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.042752883293738206,0.042752883293738206,0.04084154384494187,0.04143860936164856,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04072230798097386,0.04143860058381285,0.039647407829761505,0.039647407829761505,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.039886793647502444,0.039886793647502444,0.03821483114969278,0.03893112391233444,90768000,0.0,0.0
1999-03-15 00:00:00-05:00,0.03988677895244148,0.04108090614272759,0.03964740206810622,0.040603071451187134,108816000,0.0,0.0
1999-03-16 00:00:00-05:00,0.04084152461352264,0.04131935925071939,0.03893110514176115,0.03928970918059349,79152000,0.0,0.0
1999-03-17 00:00:00-05:00,0.039647418333825,0.04036371112643637,0.03857252131447688,0.03952819108963013,51360000,0.0,0.0
1999-03-18 00:00:00-05:00,0.03964741159264432,0.040603081205306715,0.038692661057332774,0.04000601917505264,46320000,0.0,0.0
1999-03-19 00:00:00-05:00,0.03988677070669433,0.041319355408029015,0.03988677070669433,0.040125228464603424,105312000,0.0,0.0
1999-03-22 00:00:00-05:00,0.04096077496105305,0.04108092127772811,0.03893112391233444,0.03893112391233444,36672000,0.0,0.0
1999-03-23 00:00:00-05:00,0.039169571385026934,0.039169571385026934,0.03582656635639376,0.036542858928442,163968000,0.0,0.0
1999-03-24 00:00:00-05:00,0.03630349412560463,0.03654286767508761,0.034870905221969714,0.03630349412560463,60864000,0.0,0.0
1999-03-25 00:00:00-05:00,0.03618426047825619,0.0382148269654674,0.03606502983545974,0.036781325936317444,40320000,0.0,0.0
1999-03-26 00:00:00-05:00,0.037259156638339175,0.040125246398975516,0.037259156638339175,0.04000601917505264,88272000,0.0,0.0
1999-03-29 00:00:00-05:00,0.04120013490319252,0.04215580082668393,0.0404838390199923,0.04120013490319252,65952000,0.0,0.0
1999-03-30 00:00:00-05:00,0.041319371810074286,0.04167797595790724,0.037497616044515646,0.03773698955774307,69504000,0.0,0.0
1999-03-31 00:00:00-05:00,0.0389311248151355,0.040841545252304906,0.03713993503658228,0.04036371037364006,153600000,0.0,0.0
1999-04-01 00:00:00-05:00,0.04036368811737094,0.04060306496345755,0.03845326873359407,0.0391695611178875,30432000,0.0,0.0
1999-04-05 00:00:00-04:00,0.038692660859543905,0.03964741138997496,0.03773699125176669,0.03797544911503792,98640000,0.0,0.0
1999-04-06 00:00:00-04:00,0.03833403699948366,0.03845326416153783,0.036303471603925684,0.03702067956328392,69696000,0.0,0.0
1999-04-07 00:00:00-04:00,0.037259139984993986,0.04036368622251252,0.03702068222708489,0.040125228464603424,89280000,0.0,0.0
1999-04-08 00:00:00-04:00,0.04036368893305511,0.04203565058151618,0.03988677338521061,0.04084152355790138,130128000,0.0,0.0
1999-04-09 00:00:00-04:00,0.04108089765011992,0.04108089765011992,0.03988677070669433,0.040125228464603424,48624000,0.0,0.0
1999-04-12 00:00:00-04:00,0.03964740062189838,0.03964740062189838,0.03773698100255249,0.038453273475170135,33312000,0.0,0.0
1999-04-13 00:00:00-04:00,0.039169578250898396,0.039169578250898396,0.03630349179974097,0.03690055385231972,36144000,0.0,0.0
1999-04-14 00:00:00-04:00,0.03678131376368791,0.03761775247460504,0.035826560109853745,0.035826560109853745,48288000,0.0,0.0
1999-04-15 00:00:00-04:00,0.036781325936317444,0.036781325936317444,0.03582657196651135,0.036781325936317444,35856000,0.0,0.0
1999-04-16 00:00:00-04:00,0.03654286378071825,0.038572514558884344,0.03654286378071825,0.03797544911503792,38928000,0.0,0.0
1999-04-19 00:00:00-04:00,0.03845328801688917,0.03845328801688917,0.03582657493159254,0.03630349412560463,31296000,0.0,0.0
